soil,hor,sand,silt,clay,R25,G25,B25,pH,EC,CaCO3,C,Ca,Mg,Na,depth
soil211,5,21,17.1,59.2,0.54,0.46,0.42,8.72,82,2.1,0.16,280.3,120.6,101.8,263
soil212,1,26.5,17.5,53.5,0.34,0.28,0.23,7.51,9.7,0.05,1.44,292.6,119.2,7.2,7
soil212,2,25.2,17.6,55.3,0.34,0.28,0.23,7.75,6,0.05,1.08,332.2,125.6,13.8,25
soil212,3,25.9,17.7,54.7,0.34,0.28,0.23,9.1,14.4,0.1,0.91,345.5,128.5,42.1,55
soil212,4,20.7,18,59.4,0.34,0.28,0.23,8.63,70.4,0.3,0.8,319.5,145.3,82.8,100
soil212,5,17.1,15.3,64.1,0.49,0.35,0.25,7.85,363,1.8,0.2,300.5,151.4,85.8,275
soil213,1,41.6,19.1,37.5,0.35,0.27,0.24,8.27,26.4,0.1,0.93,152.5,74.6,28,6
soil213,2,36.7,21.1,39.5,0.35,0.27,0.24,9.11,34.9,1.3,0.75,173.6,81.5,54.4,25
soil213,3,27.2,24.6,46,0.35,0.27,0.24,8.15,192,0.6,0.51,184.6,95.8,78.2,55
soil213,4,24.8,25.6,48.8,0.45,0.36,0.33,8.21,99.6,0.05,0.27,183.7,103.3,78.2,100
soil213,5,43.3,17.3,38.9,0.54,0.46,0.42,8.54,61.7,0.05,0.16,148.3,77.9,65.5,240
soil214,1,50.2,11,36.1,0.35,0.27,0.24,8.13,26.6,0.4,1.31,199.2,59.1,11.7,15
soil214,2,44.6,11.9,39.8,0.35,0.27,0.24,9,21.4,2,0.96,237.7,64.3,29.9,25
soil214,3,38.6,13.3,44.8,0.45,0.36,0.33,9.08,54.1,1.6,0.88,210.8,81.1,83,55
soil214,4,33.4,17.7,47.6,0.35,0.27,0.24,8.07,207,0.1,0.27,189.9,87.5,76,100
soil214,5,45,14.5,39.7,0.45,0.36,0.33,8.47,112.1,0.1,0.17,170.5,71.1,68.8,262
soil215,1,30.2,20.5,46.8,0.35,0.27,0.24,7.62,12.5,0.05,1.45,211.8,117.4,5.4,10
soil215,2,31,20.2,46.5,0.45,0.36,0.33,7.74,8.2,0.05,1.32,211.2,107.9,6.9,25
soil215,3,31.4,18,47.5,0.35,0.27,0.24,8.45,13.7,1.8,0.75,208.1,140,10.2,55
soil215,4,25.7,20,49.6,0.35,0.27,0.19,8.57,21.5,3.6,0.62,163.6,178,19.5,100
soil215,5,24.9,22.2,50.3,0.44,0.37,0.31,8.83,27.8,1.8,0.4,144.5,186.2,42.3,290
soil216,1,19.2,21.7,56.1,0.34,0.28,0.23,7.75,22.2,0.2,1.59,231.3,72.3,2.6,10
soil216,2,20.3,21.9,55.6,0.34,0.28,0.23,8.17,12.6,0.2,1.17,238.2,70.6,4.1,25
soil216,3,15.8,24.1,57.5,0.35,0.27,0.24,8.46,14,1.1,0.87,254.6,77.8,6.1,55
soil216,4,15,24,58.3,0.35,0.27,0.24,8.51,15.5,1.3,0.78,217.1,110.2,8.9,100
soil216,5,12.6,26.7,59.1,0.35,0.27,0.19,8.58,16.6,0.7,0.51,194.1,117.9,16.7,310
soil217,1,13.2,18.4,66.7,0.41,0.38,0.34,8.21,15.1,0.05,0.99,260.2,155.3,15.5,10
soil217,2,12.8,18.4,67.2,0.41,0.38,0.34,8.38,12.9,0.05,0.93,252.7,148.8,17.4,25
soil217,3,19.3,12.3,67.4,0.34,0.28,0.23,9.06,11.8,0.05,0.55,242.2,160.3,34,55
soil217,4,10.2,20,68.6,0.34,0.28,0.23,9.13,19.4,0.2,0.55,203.8,164.5,56.6,100
soil217,5,12.3,22.2,64.6,0.31,0.28,0.25,9.08,28.2,0.1,0.39,177.9,139.3,77.4,303
soil218,1,17.4,24.1,56.2,0.34,0.28,0.23,8.46,13.6,0.2,1.19,244.8,159.4,9.5,10
soil218,2,17.5,23.6,56.7,0.34,0.28,0.23,8.49,10.1,0.2,1.14,236.6,96.8,8.1,25
soil218,3,12.4,26.2,59.3,0.35,0.27,0.24,8.78,14,0.7,0.81,216.9,146.9,15,55
soil218,4,15.7,25.3,57.2,0.49,0.35,0.25,9.06,18.7,0.5,0.7,177.4,163.9,30.8,100
soil218,5,15.4,25.1,57.7,0.49,0.35,0.25,9.2,20.8,1.2,0.33,162.3,158.6,47.6,320
soil219,1,21,17.8,59.6,0.44,0.37,0.31,8.26,14.2,0.05,0.9,250.7,120.2,8.7,10
soil219,2,20,19.3,59.1,0.44,0.37,0.31,8.28,13.6,0.1,0.88,260.3,119.4,7.8,18
soil219,3,17.4,22.3,59.1,0.31,0.28,0.25,8.58,8.6,0.05,0.69,233.2,122.7,14.9,55
soil219,4,17.5,22.5,58.8,0.31,0.28,0.25,8.61,13.3,0.05,0.7,220.1,124.8,28.3,100
soil219,5,10.7,25.1,63.3,0.39,0.26,0.18,8.63,16.3,0.05,0.49,222.7,122,38.5,307
soil220,1,15.9,20,62.5,0.34,0.28,0.23,8.52,16.5,0.2,0.78,264.1,149.3,10.9,10
soil220,2,16.3,20.4,61.6,0.34,0.28,0.23,8.56,13.7,0.4,0.75,260.5,154.3,13.1,25
soil220,3,13.1,22.2,62.5,0.35,0.27,0.24,8.97,16.3,1.3,0.51,225.1,185.6,28.5,55
soil220,4,13.2,23.1,61.7,0.35,0.27,0.24,9.19,28.7,1.1,0.44,159.5,192,71.2,100
soil220,5,12,24.2,62.3,0.49,0.35,0.25,9.37,33.3,1,0.24,123.2,171.8,73.5,368
soil221,1,30.4,19.1,48.5,0.34,0.28,0.23,8.16,9.1,0.05,1.18,200.3,88.3,7.1,10
soil221,2,33.7,18.4,45.9,0.44,0.37,0.31,8.14,11.5,0.05,1.18,191.7,85.9,7.2,25
soil221,3,22.7,20,54.8,0.34,0.28,0.23,8.68,14.9,0.8,0.98,225,120.7,16,55
soil221,4,22,20.2,53.7,0.31,0.28,0.25,9.08,22.8,3,0.61,180.5,123.9,39.4,100
soil221,5,26.1,20.4,52.5,0.49,0.35,0.25,9.02,25.4,0.4,0.3,161.7,115.2,48,269
soil222,1,26.1,18.9,52.9,0.34,0.28,0.23,8.43,25.6,0.5,0.87,218.7,101.1,7.8,10
soil222,2,26.1,19.8,52.5,0.34,0.28,0.23,8.64,13.6,0.3,0.71,214.3,111,12.7,25
soil222,3,24.7,20.8,52.6,0.34,0.28,0.23,8.81,18.8,0.8,0.59,189.3,126.2,26.9,55
soil222,4,22.5,21.8,53.1,0.49,0.35,0.25,9.13,29.8,1.3,0.68,137.7,131,49.6,100
soil222,5,30.9,22.8,43.9,0.49,0.35,0.25,9.26,32.8,2,0.15,93.7,100.9,51.4,268
soil223,1,24.4,18.2,53.5,0.34,0.28,0.23,8.03,13.3,0.05,2.28,186,129.4,7.9,4
soil223,2,22.85,19.15,55.3,0.34,0.28,0.23,8.17,10.25,0.05,1.56,188,132.8,10.75,12
soil223,3,21.3,20.1,57.1,0.41,0.38,0.34,8.31,7.2,0.05,0.84,190,136.2,13.6,25
soil223,4,26.8,18.2,53.9,0.41,0.38,0.34,8.9,8,0.05,0.63,177,132.5,25.7,55
soil223,5,31.3,17.6,50.2,0.41,0.38,0.34,9.19,17.6,0.05,0.48,140.7,122.9,46,100
soil223,6,35.2,17,46.4,0.45,0.36,0.33,8.99,39.8,0.8,0.29,100.3,122.2,62.2,266
soil224,1,51.1,8.1,37.7,0.34,0.28,0.23,6.59,8.2,0.05,1.78,83.2,63.8,6.2,5
soil224,2,41.1,11.3,45.05,0.34,0.28,0.23,7.05,7.4,0.05,1.48,116.3,82.7,12.45,10
soil224,3,31.1,14.5,52.4,0.25,0.19,0.16,7.5,6.6,0.05,1.18,149.4,101.6,18.7,25
soil224,4,26.2,14.8,57,0.34,0.28,0.23,8.76,17.4,0.3,0.96,176,123.7,40.8,55
soil224,5,17.8,22,57.5,0.35,0.27,0.19,9.01,25.7,1.9,0.41,143.7,116,46.8,100
soil224,6,28.1,18.5,52.9,0.49,0.35,0.25,8.78,10.5,0.05,0.25,150.4,111.3,49.9,275
soil226,1,12.9,18.2,66.8,0.31,0.28,0.25,7.64,27.2,0.1,1.11,253.2,160.7,16.4,6
soil226,2,9.9,19.8,68.7,0.31,0.28,0.25,8.14,15.3,0.1,0.84,255.7,155.3,13.6,25
soil226,3,8,17.9,72.7,0.31,0.28,0.25,8.64,15.8,0.3,0.63,253.3,174.7,25.7,55
soil226,4,3.7,18.7,76,0.31,0.28,0.25,8.86,31,0.6,0.5,205.2,207.6,66.3,100
soil226,5,2.1,19,77.3,0.31,0.28,0.25,9.07,29.2,0.7,0.46,170.6,190,97.9,293
soil227,1,32.4,19.6,45.2,0.34,0.28,0.23,8.47,19.3,0.7,1.17,254.4,121.4,12.8,6
soil227,2,40.9,15.8,40.5,0.44,0.37,0.31,9,16.3,1.5,0.73,233.4,101.8,19.4,25
soil227,3,40.9,16.1,40.8,0.35,0.27,0.24,9.27,24.9,1.1,0.62,194.9,114.7,51.7,55
soil227,4,42,15.3,40.9,0.35,0.27,0.24,9.06,36.1,0.6,0.6,201.9,118.2,57.5,100
soil227,5,43.9,12.8,41.6,0.35,0.27,0.24,9.12,30.2,0.5,0.61,221,115.2,56.9,166
soil228,1,20,21.2,56.8,0.34,0.28,0.23,8.2,21.9,0.2,1.03,255.4,109.7,9.4,8
soil228,2,19,21.2,58,0.34,0.28,0.23,8.43,17,0.2,0.89,246.4,121.3,9.8,25
soil228,3,19.5,20.6,58.2,0.34,0.28,0.23,8.65,15.2,0.6,0.63,233.7,123.5,15.7,55
soil228,4,18,21.5,58.6,0.34,0.28,0.23,8.9,22.2,0.9,0.54,199.4,142,43.3,100
soil228,5,14.5,24.3,59.9,0.45,0.36,0.26,8.96,31.7,0.6,0.36,167.8,138.1,64.8,293
soil229,1,18.7,23.1,56.6,0.35,0.27,0.24,8.53,17.2,0.1,0.82,215.6,117.6,7.5,8
soil229,2,21.6,21.6,55.2,0.35,0.27,0.24,8.49,9.1,0.1,0.85,204.7,117.2,7.5,25
soil229,3,16.1,24.6,58,0.35,0.27,0.24,9.09,10.6,0.2,0.61,215.4,129.7,15.7,55
soil229,4,14.3,26.1,58.1,0.35,0.27,0.24,9.31,19.8,0.6,0.5,177.7,155.1,41.8,100
soil229,5,13.3,27.7,57.8,0.35,0.27,0.24,9.36,25.7,0.4,0.41,150.5,161.8,57,271
soil230,1,24.3,21.7,51.5,0.35,0.27,0.24,8.51,10.5,0.1,1.37,197.8,94.6,5.5,9
soil230,2,25,22.1,50.6,0.44,0.37,0.31,8.49,8.4,0.2,1.19,197.7,92.2,5.3,25
soil230,3,21.4,21.7,54.6,0.34,0.28,0.23,8.82,11.6,0.7,0.9,203.2,113.9,9.7,55
soil230,4,14.8,25.3,56.9,0.35,0.27,0.19,9.34,24.8,2,0.55,161.3,142,36,100
soil230,5,16.8,25.4,56.8,0.37,0.27,0.16,9.35,23.5,0.4,0.3,143.9,145.9,48.9,275
soil231,1,18.2,23.6,56.2,0.31,0.28,0.25,8.37,17.6,0.1,1.1,242.3,174.9,10.9,12
soil231,2,17.7,24,56.4,0.34,0.28,0.23,8.57,10.1,0.1,1.05,233,140.1,10.3,25
soil231,3,14.5,26.7,57.1,0.31,0.28,0.25,9.1,11,0.1,0.92,245.8,162.7,24.8,55
soil231,4,13,28.5,55.9,0.35,0.27,0.19,9.37,28.7,1.5,0.61,189.4,177.5,55.8,100
soil231,5,23.2,30.6,45.5,0.45,0.36,0.26,9.41,15.5,0.2,0.24,144.4,159.6,62.8,278
soil232,1,26,27.8,42,0.34,0.28,0.23,6.83,17.3,0.05,2.41,127.9,93.2,2.2,10
soil232,2,30,27.2,40.2,0.44,0.37,0.31,7.43,8.8,0.05,1.49,141.2,84.7,2.3,25
soil232,3,23.9,25.4,48.6,0.31,0.28,0.25,7.99,7.5,0.05,1.2,202.9,130.2,3.9,55
soil232,4,23,26.4,49.2,0.35,0.27,0.19,8.78,9.5,0.2,0.69,168.3,164.3,7.9,100
soil232,5,20.8,32.4,43.3,0.49,0.35,0.25,8.8,17.2,2.8,0.37,152.4,184.6,8.2,299
soil233,1,27.2,23.4,46.8,0.25,0.19,0.16,8,13.8,0.1,1.43,166.5,130,4.6,10
soil233,2,31.2,22.6,43.8,0.25,0.19,0.16,7.87,9.5,0.05,1.4,166.9,130.1,5.1,25
soil233,3,28.4,19.5,50.4,0.25,0.19,0.16,8.53,6.8,0.05,0.99,215.1,165.3,7.7,55
soil233,4,25.3,20.7,51.4,0.25,0.19,0.16,8.85,16,1.2,0.76,177.5,206.5,14.7,100
soil233,5,22,22.4,51,0.35,0.27,0.19,9.05,23.8,3.7,0.49,147.5,222.1,24.3,279
soil234,1,18.1,24.4,55.4,0.34,0.28,0.23,8.48,12.4,0.1,1.16,250.6,211.5,7.7,12
soil234,2,17.6,24.2,56.1,0.34,0.28,0.23,8.51,9.3,0.1,1.16,218.8,221.2,9.2,25
soil234,3,15.1,25.1,58,0.25,0.19,0.16,8.84,12.6,0.2,0.93,192.7,257.8,20.1,55
soil234,4,15.2,24.5,57.7,0.34,0.28,0.23,9.18,25.5,1.2,0.75,175.9,285.5,49,100
soil234,5,16.5,26.6,53.5,0.45,0.36,0.26,9.36,33.6,2.6,0.37,152.1,285.6,59.5,278
soil235,1,34.6,24.4,39.2,0.51,0.47,0.44,6.83,10.3,0.05,1.03,114.5,79,22,10
soil235,2,26.1,24.6,48.2,0.34,0.28,0.23,7.42,13.8,0.05,0.6,182.3,118.9,43.5,25
soil235,3,25.6,24.8,48.8,0.34,0.28,0.23,8.49,24.7,0.05,0.44,195.4,115.2,67.9,55
soil235,4,24.9,20.4,53.9,0.44,0.37,0.31,7.98,72.9,0.05,0.31,229.6,141.8,95.2,100
soil235,5,15.5,18.5,64.9,0.49,0.35,0.25,8.71,57.7,0.7,0.11,248,151.3,112.5,382
soil236,1,50.9,11.2,34.3,0.23,0.2,0.18,6.8,11.7,0.05,2.1,176.2,67.1,3.5,10
soil236,2,45,12.1,40.8,0.31,0.28,0.25,7.4,8.3,0.05,1.24,212.6,89.9,6.2,20
soil236,3,41.8,13.3,41.85,0.31,0.28,0.25,8.11,13.05,1.08,1.15,217.7,104.35,11.15,30
soil236,4,38.6,14.5,42.9,0.31,0.28,0.25,8.82,17.8,2.1,1.05,222.8,118.8,16.1,55
soil236,5,33.8,14.3,48.9,0.34,0.28,0.23,8.79,47.9,1.6,0.74,217.2,147,40.3,100
soil236,6,30.7,16.2,50.7,0.45,0.36,0.33,8.48,83.7,1.7,0.21,205.6,147.3,44.8,270
soil237,1,25.6,18.6,52.6,0.34,0.28,0.23,8.33,15.4,0.05,1.84,300.9,104.7,25.8,10
soil237,2,24,19.8,53.8,0.25,0.19,0.16,8.76,18.5,0.05,1.37,299.7,118.4,50.8,25
soil237,3,21.2,19.5,55.3,0.35,0.27,0.24,9.13,44.4,2,1.06,241.8,134.5,110.1,55
soil237,4,13.9,20.9,61.4,0.51,0.34,0.27,8.42,179.9,2.3,0.47,224.4,159.1,174.7,100
soil237,5,18.2,19.6,59.3,0.37,0.27,0.21,8.84,129.8,2.1,0.16,193.2,147.9,168.9,275
soil238,1,58.8,12.3,26.5,0.46,0.36,0.33,5.61,16,0.05,1.37,67.1,43.9,2.3,10
soil238,2,40.5,10.4,47.4,0.4,0.26,0.19,7.06,12.4,0.05,0.99,163.9,130.5,9.9,25
soil238,3,46.3,12.5,40,0.4,0.26,0.19,8.6,10.9,0.2,0.59,133.3,137.8,17.8,55
soil238,4,41,11.4,39.5,0.41,0.25,0.2,9.17,27.9,7.5,0.29,88.1,146.4,40.5,100
soil238,5,39.6,13.8,41.1,0.41,0.25,0.2,9.28,37.5,4.9,0.28,83.8,162.6,69.9,262
soil239,1,32.4,21.6,44.3,0.31,0.28,0.25,7.1,8.9,0.05,0.99,171.8,122.4,7.1,7
soil239,2,29.1,22.6,47.1,0.31,0.28,0.25,7.59,5.7,0.05,0.71,192.1,134.5,12,25
soil239,3,28,22.7,47.7,0.31,0.28,0.25,8.79,0.05,0.5,0.66,194,131,18,55
soil239,4,24.2,24.6,48.5,0.34,0.28,0.23,8.27,87.8,1.8,0.36,178.7,139.3,30.9,100
soil239,5,20.9,21.7,56.9,0.44,0.37,0.31,8.55,38.1,0.2,0.1,209,163.4,38,240
soil240,1,46,14,40,0.45,0.36,0.33,8.38,20.9,0.05,2.4,293.7,186.8,9.6,10
soil240,2,46,14,40,0.45,0.36,0.33,8.56,20,4.1,1.44,271.7,184.2,14.6,25
soil240,3,46,14,40,0.45,0.36,0.33,8.79,17.6,5.2,0.76,217.5,180.1,19.2,55
soil240,4,42,14,44,0.45,0.36,0.33,8.86,20.2,3.9,1.48,274.1,196.8,34.5,100
soil240,5,38,17,45,0.35,0.27,0.24,8.91,22.7,0.8,0.97,256.3,241.4,44.1,358
soil241,1,30.2,13.6,52.3,0.36,0.27,0.24,6.81,8.3,0.05,2.26,256.5,109.8,2.8,10
soil241,2,29.4,12.7,55.1,0.36,0.27,0.24,7.03,7,0.05,1.62,273.5,114,3.8,25
soil241,3,27.7,12.8,57.2,0.36,0.27,0.24,7.66,5.7,0.05,1.36,292.7,118.3,4.7,40
soil241,4,25.9,11.7,54.65,0.36,0.27,0.24,8.06,11.65,5.78,1.15,341.7,142.6,7.2,70
soil241,5,24.1,10.6,52.1,0.36,0.27,0.24,8.46,17.6,11.5,0.94,390.7,166.9,9.7,100
soil241,6,55.9,4.4,36.5,0.45,0.23,0.15,8.55,13.8,2.8,0.21,469.9,216.5,21.5,300
soil242,1,61.4,7.8,27.8,0.35,0.27,0.24,7.66,10.6,0.1,1.66,119.8,84.5,2.4,10
soil242,2,52.6,7.2,38.7,0.35,0.27,0.24,8.36,9.4,0.05,0.88,176.3,144.6,6.4,25
soil242,3,50.9,7.3,36.6,0.46,0.36,0.27,9.09,17.1,3.9,0.71,108,178.3,18.6,55
soil242,4,46.4,9.1,35.1,0.49,0.35,0.25,9.39,41.5,8.8,0.26,48.4,182.4,53.2,100
soil242,5,53,7.8,33.8,0.51,0.34,0.27,9.24,56.7,4.9,0.15,45.6,167.5,63.9,350
soil243,1,38,17,45,0.25,0.19,0.16,7.45,12.9,0.05,2.03,254.7,65.2,14.3,10
soil243,2,38,17,45,0.25,0.19,0.16,8.66,18.8,0.5,1.35,310.1,78.2,27,25
soil243,3,38,17,45,0.25,0.19,0.16,9.1,24,1.4,0.98,282.5,77.4,60.1,55
soil243,4,38,17,45,0.35,0.27,0.24,8.89,60.3,3.3,0.46,245.1,78,77.7,100
soil243,5,38,17,45,0.45,0.36,0.26,8.68,72.2,1.8,0.09,250,96.6,88.5,324
soil244,1,60.4,15,21.3,0.49,0.35,0.25,6.16,8.5,0.05,1.95,53.2,34.4,4,8
soil244,2,44.5,21.7,31.9,0.36,0.27,0.24,7.23,5.4,0.05,1.08,100.2,59.3,12.1,25
soil244,3,32,18.1,48.2,0.36,0.27,0.24,8.5,9.1,0.05,0.99,198.6,111.8,31.4,55
soil244,4,30.3,21.8,42.9,0.4,0.26,0.19,8.93,29.1,3.8,0.65,180.3,121,39.4,100
soil244,5,44,23.6,31.4,0.64,0.43,0.27,9.05,19,0.6,0.18,149,96.2,34.4,329
soil330,2,54.4,11.1,33.1,0.49,0.35,0.25,7.33,7.4,0.05,0.81,157.8,125.5,6.6,25
soil330,3,42.6,17.2,38.7,0.45,0.36,0.33,8.1,6.6,0.05,0.84,201.8,161.9,14.7,55
soil330,4,41.9,21.6,33.5,0.58,0.45,0.33,8.82,19.2,2.1,0.48,147.3,165.6,30,100
soil330,5,35.3,21.9,40.3,0.35,0.27,0.24,9.02,25.8,1.3,0.67,119.4,219.7,59.4,344
soil331,1,52.1,18.2,27.5,0.35,0.27,0.24,6.67,5.1,0.05,1.28,89.4,82.6,6.5,10
soil331,2,41,14.9,42.3,0.35,0.27,0.24,7.76,7.2,0.05,1.05,175.4,163.9,14,25
soil331,3,42.5,16.3,38.9,0.35,0.27,0.24,8.61,12.9,0.4,1.09,188,174.6,22.5,55
soil331,4,40,17.5,41.2,0.34,0.28,0.23,9.23,26.9,0.3,0.53,131.8,195.9,74.8,100
soil331,5,35.1,14.9,47.3,0.41,0.38,0.34,8.93,39.5,1.8,0.46,112.5,232.5,85.1,340
soil332,1,56.9,15.7,25.5,0.36,0.27,0.24,6.73,6,0.05,1.09,70.8,77.7,12.8,10
soil332,2,41.4,13,44.1,0.35,0.27,0.24,8.22,7.1,0.05,0.88,165.3,174.9,27.5,25
soil332,3,44.2,16.3,36.9,0.35,0.27,0.24,9.12,19.8,1.2,0.76,137.1,170.3,41.2,40
soil332,4,41.5,17.2,38.75,0.35,0.27,0.24,9.07,31.95,1.3,0.66,123.9,180.3,60.5,70
soil332,5,38.8,18.1,40.6,0.35,0.27,0.24,9.02,44.1,1.4,0.56,110.7,190.3,79.8,100
soil332,6,39.1,16.1,42.7,0.41,0.38,0.34,8.92,45.9,1.2,0.42,113.9,196.5,73.6,344
soil333,1,37.5,17.8,43.8,0.35,0.27,0.24,7.35,9,0.05,0.53,123.7,169.8,26.5,10
soil333,2,30.2,17.1,52,0.35,0.27,0.24,7.86,10.1,0.05,0.37,150.2,205.8,46.3,25
soil333,3,25.3,21.8,52.1,0.35,0.27,0.24,9.07,27.1,0.6,0.05,161.1,243.2,78.1,55
soil333,4,36.5,17.2,43.7,0.34,0.28,0.23,9.07,24.9,0.4,1.21,124.1,224.6,85.2,100
soil333,5,32.1,16.9,48.8,0.34,0.28,0.23,9.18,30.6,1.3,0.47,121.9,218.7,85.8,268
soil334,1,22.8,22.9,52.3,0.34,0.28,0.23,8.47,11,0.3,0.97,207.4,186.4,20.6,10
soil334,2,22,23.8,52.1,0.35,0.27,0.24,8.69,13.6,0.5,0.91,227.4,198.1,28.2,25
soil334,3,20.6,24.3,52.9,0.25,0.19,0.16,8.92,18.2,0.6,0.89,195.2,200.1,45.1,55
soil334,4,18.3,23.8,54.8,0.35,0.27,0.24,9.15,27.9,1.8,0.71,161.4,229.7,82.3,100
soil334,5,21.1,21.3,55.4,0.41,0.38,0.34,9.03,33.3,1.1,0.59,152.1,243,84.9,277
soil335,1,49.2,24.3,24.8,0.46,0.36,0.33,6.28,8.6,0.05,1.01,55,64.2,15,10
soil335,2,38.4,19.4,40.4,0.35,0.27,0.24,6.93,9.2,0.05,1.06,117,135.3,35.6,25
soil335,3,43.9,14.8,39.6,0.35,0.27,0.24,8.74,19.5,0.1,0.87,147.5,160.9,48,55
soil335,4,31.1,17.9,47.9,0.35,0.27,0.24,9,30.7,2.1,0.5,156.3,193.6,80.4,100
soil335,5,33.5,16.7,46.5,0.34,0.28,0.23,8.96,31.4,2.4,0.44,141,198.7,69.8,296
soil336,1,25.1,20.5,52.5,0.41,0.38,0.34,8,9.5,0.3,0.92,207.3,201.9,13.3,10
soil336,2,23.2,20,55.1,0.31,0.28,0.25,8.51,10.7,0.3,0.78,228.4,189,16,25
soil336,3,22.2,20.1,56,0.25,0.19,0.16,8.9,14.7,0.4,0.71,189.6,208.8,34.1,55
soil336,4,25,19.3,54,0.25,0.19,0.16,9.1,23.9,0.5,0.63,163.7,221.9,61.2,100
soil336,5,26.3,16.6,54.7,0.41,0.38,0.34,9.03,35.6,1.7,0.33,128.3,227.9,68.6,275
soil337,1,59.4,6.5,19.9,0.35,0.27,0.24,6.67,26.3,0.05,8.27,101.4,66.9,0.2,5
soil337,2,57.3,4.8,30.2,0.35,0.27,0.24,7.19,16.25,0.05,4.49,112.2,84.65,0.95,10
soil337,3,55.2,3.1,40.5,0.62,0.44,0.24,7.7,6.2,0.05,0.71,123,102.4,1.7,25
soil337,4,55.6,3.6,40.1,0.62,0.44,0.24,8.07,6.4,0.05,0.39,101.7,121.8,4.6,55
soil337,5,44.2,7.2,43.8,0.62,0.44,0.24,8.85,22.4,4,0.41,177,254.5,20,100
soil337,6,31.8,13.7,53.9,0.46,0.21,0.21,8.83,17.3,0.2,0.18,207.2,405.2,43.3,383
soil338,1,87.1,5,6,0.44,0.37,0.31,5.53,4.4,0.05,1.09,7.4,0.05,0.05,10
soil338,2,89.2,5.3,4.8,0.86,0.77,0.64,5.35,1.4,0.05,0.38,2.1,0.05,0.05,25
soil338,3,87.7,7.1,4.8,0.86,0.77,0.72,5.42,1.5,0.05,0.21,0.05,0.05,2.2,40
soil338,4,62.95,5.95,30.7,0.86,0.77,0.72,5.22,6.95,0.05,0.21,0.05,27.68,15.35,70
soil338,5,38.2,4.8,56.6,0.67,0.42,0.18,5.01,12.4,0.05,0.21,0.05,55.3,28.5,116
soil339,1,89,5,6,0.45,0.36,0.33,5.29,10.4,0.05,2.44,21.4,7.6,0.05,10
soil339,2,93,3,4,0.6,0.44,0.35,5.83,3.2,0.05,0.68,11.8,5.8,0.05,20
soil339,3,93,3,4,0.6,0.44,0.35,5.52,5.6,0.05,0.57,9.25,26.75,5.68,30
soil339,4,93,3,4,0.6,0.44,0.35,5.2,8,0.05,0.46,6.7,47.7,11.3,55
soil339,5,64,8,28,0.55,0.32,0.24,6.04,18.6,0.05,0.12,10.7,62.9,19.6,100
soil339,6,64,8,28,0.54,0.46,0.42,7.66,29.4,0.05,0.07,16.7,92,29.9,841
soil340,1,74,10,16,0.35,0.27,0.24,6.42,3.9,0.05,1.15,55.1,36.2,0.3,10
soil340,2,46,14,40,0.51,0.34,0.27,6.96,3.7,0.05,0.8,96.3,60.4,0.8,25
soil340,3,42,14,44,0.49,0.35,0.25,8.07,5.1,0.05,0.56,112.9,98.6,2.4,55
soil340,4,38,17,45,0.49,0.35,0.25,8.62,8.6,0.2,0.21,95.5,127.8,7.6,100
soil340,5,64,8,28,0.6,0.44,0.35,8.97,17,2.1,0.14,73.4,133,16.2,740
soil341,1,53.9,8.7,35,0.35,0.27,0.24,6.39,12.5,0.05,1.38,102.3,83,0.05,10
soil341,2,52.9,9,36.1,0.35,0.27,0.24,7.1,8.6,0.05,1.16,119.2,102.4,0.05,25
soil341,3,55.1,9.6,33.6,0.47,0.36,0.29,8.49,7.8,0.05,0.97,124.1,132.5,10.4,55
soil341,4,53.7,10.2,34.1,0.37,0.27,0.21,8.92,29.5,0.3,0.93,86.9,144.8,30.8,100
soil341,5,49,6.9,39.6,0.37,0.27,0.21,8.82,50.9,4,0.19,67.6,137.4,31.3,428
soil342,1,72.1,8.2,17.9,0.35,0.27,0.24,6.27,4.3,0.05,1.07,40.9,41,3.8,8
soil342,2,56.1,8.6,34.1,0.46,0.36,0.33,7.7,4.7,0.05,0.67,91,107.8,16,25
soil342,3,54.3,8.7,36.1,0.46,0.36,0.33,8.7,6.2,0.05,0.5,101.7,144.7,25.2,55
soil342,4,58.4,8.3,32.2,0.49,0.35,0.25,9.23,22.5,0.6,0.26,71.7,151.6,51.4,100
soil342,5,55.6,6.5,37,0.51,0.34,0.27,9.12,31.6,0.5,0.16,51.3,157.2,67.6,428
soil344,1,91.4,3.2,4.6,0.44,0.37,0.31,5.73,5.7,0.05,0.43,5,0.05,1.8,10
soil344,2,85.7,5.8,7.7,0.54,0.46,0.42,5.4,5.2,0.05,0.48,6.8,0.05,2,20
soil344,3,78.25,6.3,14.9,0.55,0.46,0.36,6.42,4.85,0.05,0.34,15.2,25.68,1.95,30
soil344,4,70.8,6.8,22.1,0.58,0.45,0.33,7.43,4.5,0.05,0.19,23.6,51.3,1.9,55
soil344,5,60.3,6.9,32.5,0.64,0.43,0.27,8.45,9.8,0.05,0.18,31.2,104,26.9,100
soil344,6,65.3,5.5,29,0.49,0.35,0.25,9.09,26.6,0.05,0.08,25.4,93.2,33.1,471
soil345,1,55,20,25,0.36,0.27,0.24,6.58,7.3,0.05,1.26,69.6,85.6,11.9,5
soil345,2,46,14,40,0.36,0.27,0.24,7.3,7.9,0.05,0.94,100.5,117.1,21.8,16
